unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,lesson_description
1,Cloud Computing Fundamentals,1,Course Info,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.1/Lesson1.1Instructionsfortakingthiscourse_Text.html,OzMFI8Zplos,"<p>Prof. Judy Qiu covers basic information about Unit 1, including lecture schedule and homework submissions. Key cloud computing topics are highlighted. A selection of recommended and required textbooks is given, followed by an overview of the course structure.</p>",
1,Cloud Computing Fundamentals,2,Introduction,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.2/Lesson1.2Filteringbycolor_Text_.html,5lKj8_nqj9k,"<p>Changes in computing technology for the past five decades are discussed. The rise of Big Data is shown in terms of its growth and significance. A prediction is made that the paradigm which has held ‘til now of individual researchers with personal computers will give way to communities of researchers organizing through clouds. A more in-depth look at Unit 1 follows, focusing on the chapters from Distributed and Cloud Computing: From Parallel Processing to the Internet of Things.</p>",
1,Cloud Computing Fundamentals,3,Data Center Model,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.3/Lesson1.3Howsearchworks_Text_.html,6Hq_LuLB-RU,"<p>A look at what truly defines a ‘cloud’. Advantages like scalability and cost-effectiveness have promulgated commercial cloud offerings such as Amazon EC2. Cloud architecture as divided into three layers: Infrastructure as a Service, Platform as a Service, and Software as a Service. AzureBlast is used as an example of how to utilize the cloud setup. Certain misconceptions about clouds are then presented for further discussion.</p>",
1,Cloud Computing Fundamentals,4,"Data Intensive Sciences",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,Ptoj3BME_z4,"<p>Some time is spent analyzing the current age of vast data growth, where business, science, and consumer activity has seen an explosion of stored data measured in exobytes. In response to this, the way we conduct scientific research has also undergone an upgrade. However, the average scientist would rather focus on their own research rather than spend time trying to learn different methods of cloud and supercomputing.</p>",
1,Cloud Computing Fundamentals,5,"IaaS, PaaS and SaaS",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,_irz3v1gT-A,"<p>Definitions and examples are given for Infrastructure as a Service, Platform as a Service, and Software as a Service. A chart is shown illustrating how use of clouds trades cost and control for efficiency. Following this is an exploration of the MapReduce program, and an illustration of its concepts through WordCount. Finally, four distinct approaches to MapReduce are compared.</p>",
1,Cloud Computing Fundamentals,6,"Challenges",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,zfwtsVmeKLg,"<p>The demands of Big Data calls for advances in areas like distributed computing, systems management, internet technology, and hardware. Clouds have become more prominent in the last few decades, so much so that many people today take advantage of them without even knowing it. Of course, this has also led to increased concerns about security, price, tech support, etc. In spite of this, clouds still have clear advantages over traditional computing models. A quiz is offered at the end asking students to correctly place software in a hierarchy of computing.</p>",
1,Cloud Computing Fundamentals,7,"Growth of Virtual Machines",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,5oKoAPCXLws,"<p>Importance of virtualization is explored, including cross-platform applications. Virtualization has seen rapid growth in recent years in terms of use and services offered. Virtual machines differ from traditional computers in that software virtualization layer (hypervisor) runs on hardware, allowing guest OS to run on top of host OS. VMs can run independent of hardware specifications. Four different types of VM architecture, defined by the layer which the virtual machine monitor (VMM) runs on. VM is identical to physical machines and can be saved and stored, as well as migrated across hardware.</p>",
1,Cloud Computing Fundamentals,8,"Implementation Levels",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,Le-kv-eAhvg,"<p>Virtualization can be implemented on five levels: application, library, OS, hardware, and instruction. Their benefits are compared in terms of performance, flexibility, complexity, and isolation. A layout is provided for the Linux virtualization layer, OpenVZ (OS level), which creates virtual private servers. CUDA is a high performance computing library, not designed for VMs; vCUDA is a virtual layer that allows interaction between CUDA and VMs, creating a virtual CUDA library.</p>",
1,Cloud Computing Fundamentals,9,"Tools and Mechanisms",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,VYz5rp5HDVE,"<p>A list of major hypervisors is given. Type 1 hypervisor resides on the bare metal computer, while Type 2 runs over the host OS. XEN is an open source hardware level hypervisor: consists of hypervisor, kernel, and application. Domain0 in XEN is a VM that manages other VMs. Two types of hardware virtualization: full virtualization and host-based virtualization. Para-virtualization does not need to modify the guest OS like full virtualization and works through hypercalls. An example is the ESX server from VMware.</p>",
1,Cloud Computing Fundamentals,10,"CPU, Memory & I/O Devices",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,I_J4eUUavSY,"<p>A hybrid approach to virtualization involves offloading some tasks to the hardware to reduce overhead. This can be combined with para-virtualization for even greater effects. In a guest OS, the VMM provides shadow page tables to transfer virtual memory to machine memory. An example is shown in the Intel Extended Page Table. A virtualization layer for an I/O device is possible, allowing it to act like a physical device and manage host and guest addresses, shown in a detailed VMware example.</p>",
1,Cloud Computing Fundamentals,11,"Clusters and Resource Mgmt.",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,Mn9pgGtFy4g,"<p>Characteristics of VM clusters are listed, including the ability to run multiple VMs on the same node and size alteration. Physical clusters are linked through nodes, while virtual clusters can be linked through physical or virtual nodes and can be replicated in virtual servers.  Prepackaged OS can be installed in a virtual cluster. Should a VM fail for any reason, its image can be migrated to a new host so work is not lost. An example of this is demonstrated with XEN.</p>",
1,Cloud Computing Fundamentals,12,"Data Center Automation",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson1.4/Lesson1.4Theartofkeywordchoice_Text_.html,mvXBRvTwAVg,"<p>Whole data centers can be virtualized, enabling for the construction of private clouds. Some tools for Infrastructure as a Service clouds are Nimbus, Eucalyptus, OpenNebula, and vSphere. Eucalyptus is shown in greater detail. Trust issues in cloud security are answered in virtual machines. Suggested reading material is provided at the end.</p>",
2,How to Run VMs (IaaS),1,Applying for FutureGrid Account,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson2.1/Lesson2.1Whensearchresultssuggestsomethingnew.html,LCpyYeDyg8I,"<p></p>",
2,How to Run VMs (IaaS),2,FutureGrid India OpenStack,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson2.2/Lesson2.2Thinkingmoredeeplyaboutyoursearch_Te.html,JYSYBi0wb-8,"<p></p>",
2,How to Run VMs (IaaS),3,Hadoop WordCount on VMs,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson2.3/Lesson2.3Understandingyouroptionsfordifferent.html,istCRKNiNwo,"<p></p>",
3,How to Run MapReduce (PaaS),1,Apache Data Analysis Open Stack,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.1/Lesson3.1Weborganization_Text_.html,jrINOPhfPXY,"<p>The buildup of Big Data has seen the development of new data storage systems like MapReduce and Hadoop. Apache’s Big Data Stack houses a host of programs designed around Google's offerings like MapReduce.  The architecture of Hadoop 1.0 and 2.0 are compared, along with an examination of the MapReduce concept. A demo video of Twister-MDS includes a 3-dimensional representation of data cluster sorting through the PlotViz program. Data analysis tool Twister boasts features like in-memory support of tasks, data flow separation, and portability.</p>",
3,How to Run MapReduce (PaaS),2,MapReduce,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.2/Lesson3.2Filetype_Text_.html,sSIGaDaulvA,"<p>MapReduce was designed by Google to address the problem of large-scale data processing. A breakdown of basic MapReduce terms and functions follows. Use of MapReduce has flourished since its premier, as illustrated by an in-depth example of its use in WordCount. Finally the basic process of MapReduce is shown. </p>",
3,How to Run MapReduce (PaaS),3,Hadoop Framework,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.3/Lesson3.3Removinginvasiveresults_Text_.html,Vuroqly6FTE,"<p>Hadoop is an open source version of MapReduce designed for broad application in terms of code and settings. Storage is done in the Hadoop Distributed File System through master and slave nodes. Compute is handled by JobTracker and TaskTracker; the duties of these two intertwined programs are then explored more fully.</p>",
3,How to Run MapReduce (PaaS),4,Hadoop Tasks,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.4/Lesson3.4ORandquotes_Text_.html,UN4t3tvdjms,"<p>The Map stage of MapReduce is shown in greater detail. This process starts with Hadoop Distributed File System, which handles the input data. Key value pairs are assigned to the data blocks.  Combiner reduces data size and Partitioner determines distribution of keys among reducers. Intermediate data is stored in a circular buffer before being sent to reduce tasks. Shuffle and Merge are used to order and reduce size of intermediate data. Reduce tasks take over then to determine the output data format. A final chart illustrates the concept of parallelism in MapReduce.</p>",
3,How to Run MapReduce (PaaS),5,Fault Tolerance,yes,Lesson 3.5 Activity,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,a3AlOTmD42k,"<p>Fault tolerance is a natural benefit of MapReduce. The master node pings worker nodes regularly to verify they are working, and acts accordingly if they do not respond. A diagram illustrates the files which are in charge of things like number of map and reduce tasks, and what to do when the limit is reached on the buffer. The lecture ends with a discussion of class assignments.</p>",
3,How to Run MapReduce (PaaS),6,"Programming on a Computer Cluster",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,rRR2ALa5CUA,"<p>Hadoop is now a large part of Yahoo!’s system setup, as well as handling a tremendous variety of data in other areas like medicine and business. A list of time spans for actions in system requirements is given. The original MapReduce was designed to resolve problems like load balancing and machine failures.</p>",
3,How to Run MapReduce (PaaS),7,"How Hadoop Runs on a MapReduce Job",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,KWLY_maNEPA,"<p>A detailed diagram of the MapReduce job framework is given. This includes task status updates, shuffling, and writing data to nodes. MapReduce is a C++ framework, while Hadoop is written in Java. Shuffling and sorting occurs in the map phase. Reduce reads and writes files to HDFS, and the merger generates the final result. The second Quiz is given at the end.</p>",
3,How to Run MapReduce (PaaS),8,"Literature Review",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,5YmjrhEFQsk,"<p>This video deals primarily with scientific papers written on the topic of MapReduce and related programs. There is a certain criteria for judging scientific submissions. The first paper highlights Google File System, covering topics like data chunks, metadata, and replicas. This is followed by MapReduce and BigTable. </p>",
3,How to Run MapReduce (PaaS),9,"Introduction to BLAST",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,mdA0T57Rc9g,"<p>There are four types of programming model communication patterns: embarrassingly parallel (only map), classic map/reduce, iterative map/reduce, and loosely synchronous. The basic bioinformatics BLAST (Basic Local Alignment Sequence Tool) program data flow is illustrated. An example of database creation comes from the Seattle Children’s Hospital. BLAST uses scores to find similar sequences in databases. </p>",
3,How to Run MapReduce (PaaS),10,"BLAST Parallelization",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,isc0MjkwTlk,"<p>The role of master and worker nodes in BLAST multi-thread usage is discussed. BLAST can be parallelized in several ways: multi-thread, query segmentation, and database segmentation. BLAST is pleasingly parallel in application, but many programs are not. Further information about articles featuring BLAST is provided at the end. </p>",
3,How to Run MapReduce (PaaS),11,"SIMD vs MIMD;SPMD vs MPMD",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,zHQiR56Zmtc,"<p>Four types of parallel models: SISD (traditional PCs), SIMD (GPUs), MISD (shuttle flight control computer), MIMD (distributed systems). Point-to-point (P2P) communication in MPI is used as an example of parallelization. Each successive process adds its own stamp to the data before passing it on to the next. Matrix multiplication for scientific applications differs from the norm in that data is sent in a matrix, not a string. WordCount functions in a map/reduce pattern. These are all types of SIMD. SPMD and MPMD are two other types of model.</p>",
3,How to Run MapReduce (PaaS),12,"Data Locality",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,RqLA7_asK50,"<p>A brief review is given of previous topics. As opposed to MPI and HPC, MapReduce brings the computation to the data, rather than vice-versa. This is done to limit energy usage and network congestion. Several factors such as number of nodes and tasks can impact data locality.  An equation to improve data locality is tested in an experiment, whose results are given. By default, Hadoop determines scheduling of tasks to available slots in terms of best local composition, not global.</p>",
3,How to Run MapReduce (PaaS),13,"Optimal Data Locality",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,Ok8vdrFXo5w,"<p>Global data optimization can be achieved through a proposed algorithm given here. Task, slot, and cost are factors in this algorithm. Network bandwidth must also be taken into consideration when assigning tasks to slots. Linear Sum Assignment Problems require greater time to finish when matrix size is increased.  Two different scheduling algorithms were designed to improve the original one in Hadoop. An experiment was run comparing all three, with the network topology-aware algorithm clearly outperforming the others.</p>",
3,How to Run MapReduce (PaaS),14,"Task Granularity",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,u9UpgTnOZz4,"<p>Size of data blocks affects load balancing and overhead. Using Bag of Divisible Tasks method, tasks can be split into sub-tasks and distributed amongst slots to maximize efficiency.  When splitting tasks, one must take into account when and which tasks to split, as well as how and how many. In our current proposed algorithm, tasks are split until each slot is occupied. It also uses ASPK (Aggressive Scheduling with Prior Knowledge) to split larger tasks first and when the performance gain is deemed optimal. Optimal and Expected Remaining Job Execution Time can help determine task splitting. Several examples are offered with either single or multiple jobs.</p>",
3,How to Run MapReduce (PaaS),15,"Resource Utilization and Speculative Execution",,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson3.5/Lesson3.5IntextandAdvancedSearch_Text_.html,wWyFiqDIYus,"<p>Resource stealing involves appropriating cores that are kept in reserve on separate nodes and returning them when the computation is over. Speculative execution addresses fault tolerance; when the master node notices a task is running slowly, it will start a speculative task which can take over if it is determined the original task will not finish in time. Overuse of speculative tasks can lead to poor data locality and higher energy demands.</p>",
4,How to Run Iterative MapReduce (PaaS),1,MapReduce Refresher,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson4.1/Lesson4.1Searchbyimage_Text_.html,0TRTdzgC_N0,"<p>A review covers cloud computing levels, MapReduce, the course structure, etc. This is followed by a look at Google and their initial offering, Google search engine. Amount of tasks performed on this engine increased considerably over the course of a single decade.</p>",
4,How to Run Iterative MapReduce (PaaS),2,Google Search Engine 1,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson4.2/Lesson4.2Searchfeatures_Text_.html,S2oT7uMw5Yg,"<p>The Google web server relies on index and doc servers. Index servers allow the search engine to not have to depend on manually checking every document, reducing computing power demands. Index partitioning can be accomplished either through subsets of documents or words. Basic differences between index and doc servers are discussed. Cache servers save previous query results and can bypass index/doc servers for repeat queries.</p>",
4,How to Run Iterative MapReduce (PaaS),3,Google Search Engine 2,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson4.2/Lesson4.2Searchfeatures_Text_.html,pxos3Yt6y6I,"<p>Cache servers greatly enhance the performance of search engines. However, this duplication of queries can lead to higher latency. Crawling in a search engine handles subsets of websites. Batch indexing is the simplest way to create indexes, although it lacks advanced features like checkpointing, which could lead to issues down the line. In-memory index added to Google over a decade ago; increases throughput and decreases latency. Image-based and video-based searches were added in 2007, among others.  Google File System, MapReduce and BigTable are key components of Google’s current search structure. A discussion of the initial Google proposal paper follows.</p>",
4,How to Run Iterative MapReduce (PaaS),4,Hadoop PageRank,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson4.3/Lesson4.3ConversionsandCalculator_Text_.html,GCp5OLLOrH0,"<p>PageRank algorithm in Google ranks a webpage’s popularity and relevance. The PageRank calculation formula is examined. After this comes an example of its performance and further mathematical formulae involved in its application.</p>",
4,How to Run Iterative MapReduce (PaaS),5,Discussions & Parallel Thinking,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson4.4/Lesson4.4Lefthandpanelanddaterangelimiting_Te.html,neU7_Kciv-s,"<p>Four types of MapReduce: pleasingly parallel, classic, iterative, and loosely synchronous. A diagram shows the flow of data in MapReduce. Specific formulae for PageRank are shown with and without the damping factor. Key-value pairs can be written in matrix form by defining the keys as nodes. Map tasks must make sure to handle dangling nodes (isolated from neighbors), distributed page-rank contribution, and reducer output being the same format as map input. Reduce input is key-value pairs. Ideas behind parallel thinking are analyzed, along with a list of related reading. Seven important questions are asked concerning parallel computing. 13 ‘Dwarves’ are different methods of parallel computing, including MapReduce.</p>",
4,How to Run Iterative MapReduce (PaaS),6,Hadoop Extensions,,,//www.google.com/edu/coursebuilder/courses/pswg/1.2/assets/notes/Lesson4.5/Lesson4.5Translationandsearch_Text_.html,eRepn1ovgzk,"<p>A model of MapReduce shows its structure. Dryad is Microsoft’s version of parallel processing. Twister is an iterative map-reduce framework, as are Haloop, Spark and Pregel. A comparison of their features and capabilities is included. The lecture ends with a discussion of the course’s extra credit project assignment.</p>",
